title,url,processor Type,Generation,Price
"Infinix INBOOK Y2 Plus Intel Core i5 1155G7 8GB RAM, 512GB SSD 15.6 Inch FHD Display Grey Laptop",https://www.ryanscomputers.com/infinix-inbook-y2-plus-intel-core-i5-1155g7-8gb-ram-512gb-ssd-15.6-inch-fhd-display-grey-laptop, Core i3, 11th (Intel),"Tk 57,500 "
Lenovo V15 Gen 3 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Iron Grey Laptop,https://www.ryanscomputers.com/lenovo-v15-gen-3-intel-core-i3-1215u-15.6-inch-fhd-display-iron-grey-laptop, Core i3, 12th (Intel),"Tk 57,500 "
"Lenovo IdeaPad Slim 3i 14IAU7 Intel Core i3 1215U 8GB RAM, 512GB SSD 14 Inch FHD Display Arctic Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14iau7-intel-core-i3-1215u-8gb-ram-512gb-ssd-14-inch-fhd-display-arctic-grey-laptop, Core i3, 12th (Intel),"Tk 57,500 "
"Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15iau7-intel-core-i3-1215u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-abyss-blue-laptop, Core i3, 12th (Intel),"Tk 57,500 "
Dell Inspiron 15 3520 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Black Laptop,https://www.ryanscomputers.com/dell-inspiron-15-3520-intel-core-i3-1215u-15.6-inch-fhd-display-carbon-black-laptop, Core i3, 12th (Intel),"Tk 58,000 "
Lenovo IdeaPad Slim 3i 14ITL6 Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Antiglare Display Arctic Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14itl6-11th-gen-intel-core-i3-1115g4-14-inch-fhd-antiglare-display-arctic-grey-laptop-82h701kcin-2y, Core i3, 11th (Intel),"Tk 58,990 "
Chuwi CoreBook XPro Intel Core i3 1215U 16GB RAM 512GB SSD 15.6 Inch FHD Display Grey Laptop,https://www.ryanscomputers.com/chuwi-corebook-xpro-intel-core-i3-1215u-15.6-inch-fhd-display-grey-laptop, Core i5, 12th (Intel),"Tk 58,990 "
Asus VivoBook 15 K513EA Intel Core i3 1115G4 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,https://www.ryanscomputers.com/asus-vivobook-15-k513ea-intel-core-i3-1115g4-15.6-inch-fhd-oled-display-hearty-gold-laptop, Ryzen 3, 11th (Intel),"Tk 59,500 "
Infinix INBOOK X2 Intel Core i5 1155G7 8GB RAM 512GB SSD14 Inch FHD Display Grey Laptop,https://www.ryanscomputers.com/infinix-inbook-x2-intel-core-i5-1155g7-8gb-ram-512gb-ssd14-inch-fhd-display-grey-laptop, Core i5, 11th (Intel),"Tk 59,500 "
"Asus VivoBook Go 15 E1504FA AMD Ryzen 3 7320U 8GB RAM, 512GB SSD 15.6 Inch FHD LED Display Mixed Black Laptop",https://www.ryanscomputers.com/asus-vivobook-go-15-e1504fa-amd-ryzen-3-7320u-15.6-inch-fhd-led-display-mixed-black-laptop, Core i5, Not Applicable,"Tk 59,500 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Soft Lavender Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-soft-lavender-laptop, Core i5, 11th (Intel),"Tk 60,500 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Infinite Black Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-infinite-black-laptop, Core i5, 11th (Intel),"Tk 61,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Star Silver Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-star-silver-laptop, Core i5, 11th (Intel),"Tk 61,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Aqua Blue Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-aqua-blue-laptop, Core i5, 11th (Intel),"Tk 61,900 "
"Avita LIBER V14 Intel Core i5 1135G7 8GBRAM, 512GB SSD 14 Inch FHD Display Anchor Grey Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7--8gbram-512gb-ssd-14-inch-fhd-display-anchor-grey-laptop, Core i5, 11th (Intel),"Tk 61,990 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Golden Matt Black Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-golden-matt-black-laptop, Core i5, 11th (Intel),"Tk 62,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Flowers on Yellow Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-flowers-on-yellow-laptop, Core i5, 11th (Intel),"Tk 62,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Paisley on Lilac Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-paisley-on-lilac-laptop, Core i5, 11th (Intel),"Tk 62,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Snowflakes on Azure Blue Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-snowflakes-on-azure-blue-laptop, Core i5, 11th (Intel),"Tk 62,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Snowflakes on Mountain Blue Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-snowflakes-on-mountain-blue-laptop, Core i3, 11th (Intel),"Tk 62,000 "
"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Iris on Ruby Laptop",https://www.ryanscomputers.com/avita-liber-v14-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-iris-on-ruby-laptop, Core i3, 11th (Intel),"Tk 62,000 "
"Acer TravelMate P214-54 Intel Core i3 1215U 8GB DDR4, 1TB HDD 14 Inch FHD IPS Display Black Laptop",https://www.ryanscomputers.com/acer-travelmate-p214-54-ntel-core-i3-1215u-14-inch-fhd-ips-display-black-laptop,, 12th (Intel),"Tk 62,000 "
Asus VivoBook 15 X1500EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Indie Black Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x1500ea-11th-gen-intel-core-i3-8gb-ddr4-15.6-inch-display-indie-black-laptop,, 11th (Intel),"Tk 62,000 "
HP ProBook 450 G8 Intel Core i3 1115G4 8GB RAM 256GB SSD 15.6 Inch HD Display Pike Silver Laptop#1A890AV,https://www.ryanscomputers.com/hp-probook-450-g8-11th-gen-intel-core-i3-1115g4-15.6-inch-hd-display-pike-silver-laptop, Core i3, 11th (Intel),"Tk 63,000 "
MSI Modern 14 C12MO Intel Core i3 1215U 16GB RAM 512GB SSD14 Inch FHD Display Classic Black Laptop,https://www.ryanscomputers.com/msi-modern-14-c12mo-intel-core-i3-1215u-14-inch-fhd-ips-60hz-display-classic-black-laptop, Core i3, 12th (Intel),"Tk 63,000 "
MSI Modern 14 C12MO Intel Core i3 1215U 16GB RAM 512GB SSD 14 Inch FHD Display Urban Silver Laptop,https://www.ryanscomputers.com/msi-modern-14-c12mo-12th-gen-intel-core-i3-1215u-14-inch-fhd-display-urban-silver-laptop, Core i3, 12th (Intel),"Tk 63,000 "
"Asus VivoBook 15 X1502ZA Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop",https://www.ryanscomputers.com/asus-vivobook-15-x1502za-intel-core-i3-1215u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-quiet-blue-laptop, Core i3, 12th (Intel),"Tk 63,500 "
"Asus VivoBook 15 K513EA Intel Core i3 1115G4 8GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop",https://www.ryanscomputers.com/asus-vivobook-15-k513ea-intel-core-i3-1115g4-8gb-ram-512gb-ssd-15.6-inch-fhd-oled-display-hearty-gold-laptop, Core i3, 11th (Intel),"Tk 63,800 "
"Asus VivoBook S15 S513EA Intel Core i3 1115G4 8GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop",https://www.ryanscomputers.com/asus-vivobook-s15-s513ea-intel-core-i3-1115g4-8gb-ram-512gb-ssd-15.6-inch-fhd-oled-display-indie-black-laptop, Core i3, 11th (Intel),"Tk 63,800 "
Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15iau7-intel-core-i3-1215u-15.6-inch-fhd-display-abyss-blue-laptop, Core i3, 12th (Intel),"Tk 64,000 "
Acer TravelMate P214-53 Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Black Laptop,https://www.ryanscomputers.com/acer-travelmate-p214-53-11th-gen-intel-core-i5-1135g7-14-inch-fhd-display-black-laptop, Core i5, 11th (Intel),"Tk 65,500 "
"Asus VivoBook 15 X1502ZA Intel Core i3 1215U 8GB RAM, 256GB SSD 15.6 Inch FHD Display Terra Cotta Laptop",https://www.ryanscomputers.com/asus-vivobook-15-x1502za-intel-core-i3-1215u-8gb-ram-15.6-inch-fhd-display-terra-cotta-laptop, Core i3, 12th (Intel),"Tk 66,500 "
"Lenovo IdeaPad Slim 3i 15IRU8 Intel Core i3 1305U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15iru8-intel-core-i3-1305u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-arctic-grey-laptop, Core i3, 13th (Intel),"Tk 68,000 "
Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop,https://www.ryanscomputers.com/asus-x515ea-slate-grey-laptop, Core i5, 11th (Intel),"Tk 68,500 "
HP 240 G8 Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Ash Laptop,https://www.ryanscomputers.com/hp-240-g8-intel-1135g7-14-inch-fhd-display-ash-laptop, Core i5, 11th (Intel),"Tk 68,500 "
Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD WV Display Peacock Blue Laptop,https://www.ryanscomputers.com/asus-x515ea-intel-core-i5-1135g7-15.6-inch-peacock-blue-laptop, Core i5, 11th (Intel),"Tk 68,500 "
Asus VivoBook S15 S513EA Intel Core i3 1115G4 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,https://www.ryanscomputers.com/asus-vivobook-s15-s513ea-intel-core-i3-1115g4-4gb-ddr4-15.6-inch-fhd-oled-display-indie-black-laptop, Core i3, 11th (Intel),"Tk 69,000 "
Asus VivoBook 15 X1502ZA Intel Core i3 1220P 4GB RAM 512GB SSD 15.6 Inch FHD WV Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x1502za-intel-core-i3-1220p-15.6-inch-fhd-led-display-quiet-blue-laptop, Core i3, 12th (Intel),"Tk 69,800 "
"Asus X515EA Intel Core i5 1135G7 8GB RAM, 1TB HDD + 256GB SSD 15.6 Inch FHD Display Slate Grey Laptop",https://www.ryanscomputers.com/asus-x515ea-intel-core-i5-1135g7-8gb-ram-1tb-hdd-plus-256gb-ssd-15.6-inch-fhd-display-slate-grey-laptop, Core i5, 11th (Intel),"Tk 69,800 "
ASUS Vivobook 15 X1504VA Intel Core i3 1315U 8GB RAM 256GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x1504va-intel-core-i3-1315u-15.6-inch-fhd-display-quiet-blue-laptop, Core i3, 13th (Intel),"Tk 70,500 "
Lenovo IdeaPad Slim 3i 14IRU8 Intel Core i3 1305U 8GB RAM 512GB SSD 14 Inch FHD IPS Display Arctic Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14iru8-intel-core-i3-1305u-14-inch-fhd-ips-display-arctic-grey-laptop, Core i3, 13th (Intel),"Tk 70,500 "
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Arctic Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3-15abr8-amd-ryzen-5-7530u-15.6-inch-fhd-antiglare-ips-display-arctic-grey-laptop, Ryzen 5, Not Applicable,"Tk 71,000 "
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Abyss Blue Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3-15abr8-amd-ryzen-5-7530u-15.6-inch-fhd-antiglare-ips-display-abyss-blue-laptop, Ryzen 5, Not Applicable,"Tk 71,000 "
Lenovo V15 Gen 3 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Iron Grey Laptop,https://www.ryanscomputers.com/lenovo-v15-gen-3-intel-core-i5-1235u-15.6-inch-fhd--display-iron-grey-laptop, Core i5, 12th (Intel),"Tk 71,500 "
"Asus VivoBook 16 X1605ZA Intel Core i3 1215U 8GB RAM, 512GB SSD 16 Inch WUXGA Display Indie Black Laptop",https://www.ryanscomputers.com/asus-vivobook-16-x1605za-intel-core-i3-1215u-8gb-ram-512gb-ssd-16-inch-wuxga-display-indie-black-laptop, Core i3, 12th (Intel),"Tk 72,000 "
"MSI Modern 15 B7M AMD Ryzen 5 7530U 8GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack",https://www.ryanscomputers.com/msi-modern-15-b7m-amd-ryzen-5-7530u-8gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-classic-black-laptop-with-msi-backpack, Ryzen 5, Not Applicable,"Tk 72,500 "
HP 15s-eq3619AU AMD Ryzen 5 5625U 8GB RAM 512GB SSD 15.6 Inch FHD Display Spruce Blue Laptop,https://www.ryanscomputers.com/hp-15s-eq3619au-amd-ryzen-5-5625u-15.6-inch-fhd-display-spruce-blue-laptop, Ryzen 5, Not Applicable,"Tk 73,200 "
Asus VivoBook 15 M1502IA AMD Ryzen 5 4600H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-15-m1502ia-amd-ryzen-5-4600h-15.6-inch-fhd-display-quiet-blue-laptop, Ryzen 5, Not Applicable,"Tk 74,000 "
Dell Latitude 15-3520 Intel Core i5 1135G7 8GB RAM 500GB SSD 15.6 Inch HD Display Black Laptop,https://www.ryanscomputers.com/dell-latitude-15-3520-11th-gen-intel-core-i5-1135g7-500gb-ssd-15.6-inch-hd-display-black-laptop, Core i5, 11th (Intel),"Tk 74,500 "
"MSI Modern 15 B7M AMD Ryzen 5 7530U 16GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack",https://www.ryanscomputers.com/msi-modern-15-b7m-amd-ryzen-5-7530u-16gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-classic-black-laptop-with-msi-backpack, Ryzen 5, Not Applicable,"Tk 75,000 "
Lenovo IdeaPad Slim 3i 14IAU7 Core i5 1235U 8GB RAM 256GB SSD 14 Inch FHD Display Arctic Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14iau7-core-i5-1235u-14-inch-fhd-display-arctic-grey-laptop, Core i5, 12th (Intel),"Tk 75,500 "
Dell Latitude 15-3520 Intel Core i5 1145G7 8GB RAM 256GB SSD 15.6 Inch HD Display Black Laptop,https://www.ryanscomputers.com/dell-latitude-15-3520-11th-gen-intel-core-i5-1145g7-15.6-inch-hd-display-black-laptop, Core i5, 11th (Intel),"Tk 76,800 "
"HP 240 G8 11th Gen Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Ash Silver Laptop",https://www.ryanscomputers.com/hp-240-g8-11th-gen-intel-core-i5-1135g7-8gb-ram-512gb-ssd-14-inch-fhd-display-ash-silver-laptop, Core i5, 11th (Intel),"Tk 77,000 "
Lenovo IdeaPad 3 15ALC6 Ryzen 7 5700U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Display Arctic Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-3-15alc6-ryzen-7-5700u-15.6-inch-fhd-ips-display-arctic-grey-laptop, Ryzen 7, Not Applicable,"Tk 78,000 "
Dell Inspiron 15 3520 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop#WARMLKN15ADL23051010PLASPP,https://www.ryanscomputers.com/dell-inspiron-15-3520-gen-intel-core-i5-1235u-15.6-inch-fhd-display-platinum-silver-laptop, Core i5, 12th (Intel),"Tk 78,500 "
Dell Inspiron 15 3520 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Black Laptop,https://www.ryanscomputers.com/dell-inspiron-15-3520-intel-core-i5-1235u-15.6-inch-fhd-display-carbon-black-laptop, Core i5, 12th (Intel),"Tk 78,500 "
"Acer TravelMate P214-54 Intel Core i5 1235U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Black Laptop",https://www.ryanscomputers.com/acer-travelmate-p214-54-intel-core-i5-1235u-14-inch-fhd-ips-display-black-laptop, Core i5, 12th (Intel),"Tk 78,500 "
"Asus VivoBook 15 X1502ZA Intel Core i5 1235U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop",https://www.ryanscomputers.com/asus-vivobook-15-x1502za-intel-core-i5-1235u-8gb-ram--512gb-ssd-15.6-inch-fhd-display-quiet-blue-laptop, Core i5, 12th (Intel),"Tk 79,500 "
"Asus VivoBook 14 M1405YA AMD Ryzen 5 7530U 8GBRAM, 512GB SSD 14 Inch WUXGA Display Indie Black Laptop",https://www.ryanscomputers.com/asus-vivobook-14-m1405ya-amd-ryzen-5-7530u-8gbram-512gb-ssd-14-inch-wuxga-display-indie-black-laptop, Ryzen 5, Not Applicable,"Tk 80,000 "
"Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl6-intel-core-i7-1165g-8gb-ram-512gb-ssd-15.6-inch-fhd-display-arctic-grey-laptop, Core i7, 11th (Intel),"Tk 80,500 "
Asus VivoBook Go 15 E1504FA AMD Ryzen 5 7520U 16GB RAM 512GB SSD 15.6 Inch FHD Display Mixed Black Laptop,https://www.ryanscomputers.com/asus-vivobook-go-15-e1504fa-amd-ryzen-5-7520u-15.6-inch-fhd-led-display-mixed-black-laptop, Ryzen 5, Not Applicable,"Tk 81,500 "
Asus VivoBook 15 X1502ZA Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Terra Cotta Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x1502za-intel-core-i5-1235u-15.6-inch-fhd-display-terra-cotta-laptop, Core i5, 12th (Intel),"Tk 81,500 "
Acer Aspire 7 A715-42G-R2NE AMD Ryzen 5 5500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop,https://www.ryanscomputers.com/acer-aspire-7-a715-42g-r2ne-charcoal-black-laptop, Ryzen 5, Not Applicable,"Tk 82,500 "
"HP 15-fd0204TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop",https://www.ryanscomputers.com/hp-15-fd0204tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-silver-laptop, Core i5, 13th (Intel),"Tk 82,500 "
HP 15-fd0205TU Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD Display Moonlight Blue Laptop,https://www.ryanscomputers.com/hp-15-fd0205tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-moonlight-blue-laptop, Core i5, 13th (Intel),"Tk 82,500 "
"HP 15-fd0202TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Diamond White Laptop",https://www.ryanscomputers.com/hp-15-fd0202tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-diamond-white-laptop, Core i5, 13th (Intel),"Tk 82,500 "
"MSI Modern 14 C12MO Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD IPS Display Classic Black Laptop With Bag",https://www.ryanscomputers.com/msi-modern-14-c12mo-intel-core-i5-1235u-16gb-ram-512gb-ssd-14-inch-fhd-ips-display-classic-black-laptop, Core i5, 12th (Intel),"Tk 82,900 "
"MSI Modern 14 C12MO Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD IPS Display Urban Silver Laptop With Bag",https://www.ryanscomputers.com/msi-modern-14-c12mo-intel-core-i5-1235u-16gb-ram-512gb-ssd-14-inch-fhd-ips-display-urban-silver-laptop, Core i5, 12th (Intel),"Tk 82,900 "
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 7730U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Abyss Blue Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3-15abr8-amd-ryzen-7-7730u-15.6-inch-fhd-antiglare-ips-display-abyss-blue-laptop, Ryzen 7, Not Applicable,"Tk 83,000 "
Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15iau7-intel-core-i5-1235u-15.6-inch-fhd-display-arctic-grey-laptop, Core i5, 12th (Intel), 
Asus ExpertBook B1 B1400CEAE Intel Core i5 1135G7 4GB RAM 1TB HDD 14 Inch FHD Display Star Black Laptop,https://www.ryanscomputers.com/asus-expertbook-b1-b1400ceae-intel-core-i5-1135g7-14-inch-fhd-display-star-black-laptop, Core i5, 11th (Intel),"Tk 83,000 "
"MSI Modern 15 B12MO Intel Core i5 1235U 16GB DRAM, 512GB SSD 15.6 Inch FHD IPS Display Classic Black Laptop",https://www.ryanscomputers.com/msi-modern-15-b12mo-intel-core-i5-1235u-16gb-dram-512gb-ssd-15.6-inch-fhd-ips-display-classic-black-laptop, Core i5, 12th (Intel),"Tk 83,500 "
Dell Vostro 15 3510 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop,https://www.ryanscomputers.com/dell-vostro-15-3510-11th-gen-intel-core-i5-1135g7-15.6-inch-fhd-display-black-laptop, Core i5, 11th (Intel),"Tk 83,900 "
Acer Extensa 14 EX214-53-543W Intel Core i5 1240P 8GB RAM 512GB SSD 14 Inch FHD Display Pure Silver Laptop,https://www.ryanscomputers.com/acer-extensa-14-ex214-53-543w-12th-gen-intel-core-i5-1240p-14-inch-fhd-display-pure-silver-laptop, Core i5, 12th (Intel), 
