title,regukar_price,special_price,monthly_emi,brand,model,storage
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,102530,95000,8544,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1667W-K513EQ,102530,95000,8544,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop #L1724W-K513EQ,102530,95000,8544,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus ExpertBook B5 B5302CEA Intel Core i5 1135G7 8GB RAM 512GB SSD 13.3 Inch FHD Display Star Black Laptop #EG0596,103080,95000,8590,Asus,Asus ExpertBook B5 B5302CEA,512GB SSD
"Lenovo IdeaPad Slim 5i 14IAH8 Intel Core i5 12450H 16G RAM, 512GB SSD 14 Inch 2K WUXGA IPS Display Cloud Grey Laptop",102530,95000,8544,Lenovo,Lenovo IdeaPad Slim 5i 14IAH8,512GB SSD
Lenovo IdeaPad Slim 3i 14ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Antiglare LED Display Abyss Blue Laptop,103400,95500,8617,Lenovo,Lenovo IdeaPad Slim 3i 14ITL6,512GB SSD
Lenovo IdeaPad FLEX 5 14ALC7 AMD Ryzen 5 5500U 16GB RAM 512GB SSD 14 Inch WUXGA Touch Display Digital Pen Storm Grey Laptop,103620,96000,8635,Lenovo,Lenovo IdeaPad FLEX 5 14ALC7,512GB SSD
Asus VivoBook Flip 14 TM420UA AMD Ryzen 7 5700U 8GB RAM 512GB SSD 14 Inch FHD Touch Display Bespoke Black Laptop #TM420UA-EC046,104700,97000,8725,Asus,Asus VivoBook Flip 14 TM420UA,512GB SSD
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #K513EQ-L1667WN,104700,97000,8725,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,104700,97000,8725,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,104700,97000,8725,Asus,Asus VivoBook S15 S513EQ,512GB SSD
"Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop",104700,97000,8725,Asus,Asus VivoBook S15 S513EQ,512GB
Lenovo ThinkPad L14 Intel Core i5 1145G7 8GB RAM 512GB SSD 14 Inch HD Display Black Laptop,107200,99000,8933,Lenovo,Lenovo ThinkPad L14,512GB SSD
Asus ExpertBook B3 Flip B3402FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop #LE1009 (Stylus Pen Included),108280,100000,9023,Asus,Asus ExpertBook B3 Flip B3402FEA,512GB SSD
Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U 16GB RAM 512GB SSD Digital Pen 14 Inch FHD Touch Display Graphite Grey Laptop,110130,102000,9178,Lenovo,Lenovo IdeaPad Flex 5 14ALC05,512GB SSD
Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,110670,102500,9223,Asus,Asus VivoBook S15 S513EQ,512GB
Asus ExpertBook L2 Flip L2402FYA AMD Ryzen 5 5625U 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop,111540,103000,9295,Asus,Asus ExpertBook L2 Flip L2402FYA,512GB SSD
Acer Aspire 5 A515-58GM Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD IPS Display Steel Gray Gaming Laptop,111760,103900,9313,Acer,Acer Aspire 5 A515-58GM,512GB SSD
"Asus VivoBook 15X K3504VA Intel Core i5 1335U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop",115010,106500,9584,Asus,Asus VivoBook 15X K3504VA,512GB SSD
Asus ExpertBook B1 B1500CEAE Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Star Black Laptop,115880,107000,9657,Asus,Asus ExpertBook B1 B1500CEAE,512GB SSD
"Asus VivoBook 15X K3504ZA Intel Core i7 1255U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ075W",116100,107500,9675,Asus,Asus VivoBook 15X K3504ZA,512GB SSD
Microsoft Surface Go 3 (Wi-Fi) Intel Core i3 10100Y 8GB RAM 128GB SSD 10.5 Inch PixelSense MultiTouch Display Black Surface Go (Type Cover is sold separately),116100,108000,9675,Microsoft,Microsoft Surface Go 3 (Wi-Fi),128GB SSD
Asus VivoBook 16X OLED M1603QA AMD Ryzen 5 5600H 8GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display Quiet Blue Laptop,116960,108000,9747,Asus,Asus VivoBook 16X OLED M1603QA,512GB SSD
"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 5 7530U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop",116640,108000,9720,Lenovo,Lenovo IdeaPad Slim 5 Light 14ABR8,512GB SSD
MSI GF63 Thin 11UC Intel Core i5 11400H 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop,117180,108500,9765,MSI,MSI GF63 Thin 11UC,512GB SSD
HP 15s-du4026TU Intel Core i7 1255U 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Silver Laptop,117180,108500,9765,HP,HP 15s-du4026TU,1TB HDD+256GB SSD
"Asus TUF Gaming F15 FX506HF Intel Core i7 11800H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop",117720,108900,9810,Asus,Asus TUF Gaming F15 FX506HF,512GB SSD
Acer Aspire 5 A515-58GM Intel Core i7 1355U 8GB RAM 512GB SSD 15.6 Inch FHD Display Steel Gray Gaming Laptop,118270,109900,9856,Acer,Acer Aspire 5 A515-58GM,512GB
"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 7 7730U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop",120440,111500,10037,Lenovo,Lenovo IdeaPad Slim 5 Light 14ABR8,512GB SSD
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Space Gray MacBook MacBook,120980,112000,10082,Apple,Apple MacBook Air (Late 2020),256GB SSD
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Silver MacBook,120980,112000,10082,Apple,Apple MacBook Air (Late 2020),256GB SSD
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Touch ID Gold MacBook,120980,112000,10082,Apple,Apple MacBook Air (Late 2020),256GB SSD
Asus VivoBook 15 X513EP Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Cobalt Blue Laptop,120440,112000,10037,Asus,Asus VivoBook 15 X513EP,512GB SSD
Asus VivoBook 15 X513EP Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Bespoke Black Laptop,119350,112000,9946,Asus,Asus VivoBook 15 X513EP,512GB SSD
Asus VivoBook 15 K513EQ Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Hearty Gold Laptop,119350,113000,9946,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus ExpertBook B5 Flip B5402CEA Intel Core i5 1155G7 8GB RAM 512GB SSD 14 Inch FHD Display Star Black Laptop,122390,113000,10199,Asus,Asus ExpertBook B5 Flip B5402CEA,512GB SSD
Asus ExpertBook B5 Flip B5302FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 13.3 Inch FHD OLED Touch Display Star Black Laptop (Stylus Pen Included),122390,113000,10199,Asus,Asus ExpertBook B5 Flip B5302FEA,512GB SSD
Asus VivoBook Pro 15 K3500PA Intel Core i7 11370H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,122610,113500,10218,Asus,Asus VivoBook Pro 15 K3500PA,512GB SSD
ASUS Vivobook 15 X1504VA Intel Core i7 1355U 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,123150,114000,10263,Asus,ASUS Vivobook 15 X1504VA,512GB SSD
Acer Aspire 7 A715-76G-57W7 Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop,123690,114500,10308,Acer,Acer Aspire 7 A715-76G-57W7,512GB SSD
Lenovo Yoga 6 13ABR8 AMD Ryzen 5 7530U 16GB RAM 512GB SSD 13.3 Inch 2K WUXGA IPS Touch Display Dark Teal Laptop,123690,114500,10308,Lenovo,Lenovo Yoga 6 13ABR8,512GB SSD
Asus VivoBook 14 K413EQ Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD WV Display Hearty Gold Laptop,124230,115000,10353,Asus,Asus VivoBook 14 K413EQ,512GB SSD
Asus VivoBook 14 K413EQ Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD WV Display Indie Black Laptop,124230,115000,10353,Asus,Asus VivoBook 14 K413EQ,512GB SSD
Asus VivoBook S15 S513EQ Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,124780,115500,10398,Asus,Asus VivoBook S15 S513EQ,512GB SSD
"Asus TUF Gaming F15 FX507ZC4 Intel Core i5 12500H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Mecha Gray Gaming Laptop",125320,115900,10443,Asus,Asus TUF Gaming F15 FX507ZC4,512GB SSD
Asus VivoBook Pro 15 K3500PH Intel Core i5 11300H 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop #KJ242W-K3500PH,126950,118000,10579,Asus,Asus VivoBook Pro 15 K3500PH,512GB SSD
"Lenovo IdeaPad FLEX 5i 14IAU7 Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch 2K WUXGA IPS Touch Display Storm Grey Laptop",127490,118000,10624,Lenovo,Lenovo IdeaPad FLEX 5i 14IAU7,512GB SSD
Asus VivoBook 15 K513EQ Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1598W-K513EQ,126950,119000,10579,Asus,Asus VivoBook 15 K513EQ,512GB SSD
Asus ZenBook 14X OLED UX5401EA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch 2.8K OLED WQHD Touch Display Pine Grey Laptop,126950,119000,10579,Asus,Asus ZenBook 14X OLED UX5401EA,512GB SSD
"Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 5 7535HS 8GB RAM, 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop",130200,120500,10850,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7,512GB SSD
Lenovo IdeaPad Slim 5i Pro 16ITL-6 Intel Core i5 11300H 16GB DDR4 RAM 512GB SSD 16 Inch 2.5K WQXGA IPS Display Storm Grey Laptop,130740,121000,10895,Lenovo,Lenovo IdeaPad Slim 5i Pro 16ITL-6,512GB SSD
"Microsoft Surface Laptop Go 3 Intel Core i5 1235U 8GB RAM, 256GB SSD 12.4 Inch PixelSense MultiTouch Display Sage Surface Go Laptop",134000,124000,11167,Microsoft,Microsoft Surface Laptop Go 3,256GB SSD
"Asus VivoBook S 14 Flip TP3402VA Intel Core i5 1335U 16GB RAM, 512GB SSD 14 Inch WUXGA Touch Display Quiet Blue Laptop",134000,124000,11167,Asus,Asus VivoBook S 14 Flip TP3402VA,512GB SSD
Lenovo Yoga 6 13ABR8 AMD Ryzen 7 7730U 16GB RAM 512GB SSD 13.3 Inch 2K WUXGA IPS Touch Display Dark Teal Laptop,135630,125500,11303,Lenovo,Lenovo Yoga 6 13ABR8,512GB SSD
"Lenovo IdeaPad Pro 5 16ARP8 AMD Ryzen 5 7535HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Arctic Grey Laptop",135630,125500,11303,Lenovo,Lenovo IdeaPad Pro 5 16ARP8,512GB SSD
"Lenovo IdeaPad FLEX 5i 14IRU8 Intel Core i5 1335U 16GB RAM, 512GB SSD 14 Inch 2K WUXGA IPS Touch Display Arctic Grey Laptop",138340,128000,11528,Lenovo,Lenovo IdeaPad FLEX 5i 14IRU8,512GB SSD
Asus ZenBook 14 UM3402YA AMD Ryzen 7 5825U 16GB RAM 512GB SSD 14 Inch QHD+ WQXGA Display Jade Black Laptop,139420,129000,11618,Asus,Asus ZenBook 14 UM3402YA,512GB SSD
MSI Cyborg 15 A12VE Intel Core i5 12450H 16GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop,139970,129500,11664,MSI,MSI Cyborg 15 A12VE,512GB SSD
Asus TUF Gaming F15 FX506HE Intel Core i7 11800H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop FX506HE-HN018W,140510,129900,11709,Asus,Asus TUF Gaming F15 FX506HE,512GB SSD
Gigabyte Gaming G5 MF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,138880,130000,11573,Gigabyte,Gigabyte Gaming G5 MF,512GB SSD
"Asus VivoBook 15X OLED K3504VA Intel Core i7 1360P 16GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop",140510,130500,11709,Asus,Asus VivoBook 15X OLED K3504VA,512GB SSD
"Lenovo IdeaPad Pro 5 16ARP8 AMD Ryzen 7 7735HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Arctic Grey Laptop",141050,130500,11754,Lenovo,Lenovo IdeaPad Pro 5 16ARP8,512GB SSD
"Asus TUF Gaming F15 FX507ZC4 Intel Core i7 12700H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Mecha Gray Gaming Laptop",142680,131900,11890,Asus,Asus TUF Gaming F15 FX507ZC4,512GB SSD
Asus VivoBook Pro 15 M3500QC AMD Ryzen 5 5600H 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,142680,132000,11890,Asus,Asus VivoBook Pro 15 M3500QC,512GB SSD
Asus TUF Gaming F15 FX506HE Intel Core i5 11400H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop,144310,133500,12026,Asus,Asus TUF Gaming F15 FX506HE,512GB SSD
Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 5 7535HS 8GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop,144850,134000,12071,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7,512GB SSD
Asus ZenBook 14 Flip OLED UP5401EA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch 2.8K OLED WQHD Touch Display Pine Grey Laptop,144310,135000,12026,Asus,Asus ZenBook 14 Flip OLED UP5401EA,512GB SSD
Microsoft Surface Laptop 5 Intel Core i5 1235U 8GB RAM 256GB SSD 13.5 Inch Pixelsense Multi Touch Display Platinum Alcantara Surface Laptop #QZI-00001,149190,138000,12433,Microsoft,Microsoft Surface Laptop 5,256GB
Gigabyte Gaming G5 KF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,147560,138000,12297,Gigabyte,Gigabyte Gaming G5 KF,512GB SSD
Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 7 7735HS 16GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop,150270,139000,12523,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7,512GB SSD
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,151140,139500,12595,Asus,Asus VivoBook Pro 15 M3500QC,512GB SSD
"Lenovo IdeaPad Slim 5i 16IRL8 Intel Core i7 13700H 16GB RAM, 512GB SSD 16 Inch 2K WUXGA Display Cloud Grey Laptop",151360,140000,12613,Lenovo,Lenovo IdeaPad Slim 5i 16IRL8,512GB
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Mecha Gray (TUF) Gaming Laptop,154610,142900,12884,Asus,Asus TUF Gaming A15 FA507RE,512GB SSD
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Jaeger Gray (TUF) Gaming Laptop,154610,142900,12884,Asus,Asus TUF Gaming A15 FA507RE,512GB SSD
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Quiet Blue Laptop #L1373W-M3500QC,156240,144500,13020,Asus,Asus VivoBook Pro 15 M3500QC,512GB SSD
Microsoft Surface Pro 9 (Wi-Fi) Intel Core i5 1235U 8GB RAM 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Sapphire 2-in-1 Detachable Laptop (Type Cover is sold separately),156780,145000,13065,Microsoft,Microsoft Surface Pro 9 (Wi-Fi),256GB SSD
Asus VivoBook S 16X M5602RA AMD Ryzen 7 6800H 16GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display Sand Grey Laptop,158950,147000,13246,Asus,Asus VivoBook S 16X M5602RA,512GB SSD
Asus VivoBook 16X OLED K3605ZF Intel Core i5 12450H 16GB RAM 512GB SSD 16 Inch 3.2K OLED Display Indie Black Laptop,160040,148000,13337,Asus,Asus VivoBook 16X OLED K3605ZF,512GB SSD
"Lenovo LOQ Gaming 15IRH8 Intel Core i5 13420H 16GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Storm Grey Gaming Laptop",160040,148000,13337,Lenovo,Lenovo LOQ Gaming 15IRH8,512GB SSD
